municipality,year,Aplusplus,Aplus,A,B,C,D,E,F,G,unlabeled,percentage_houses_with_valid_labels,number_of_houses,average_house_worth,houses_per_hectare,total_natural_gas_used,total_electricity_used,households,people,CO2_production_houses,number_of_labels,houses_rented,houses_privately_owned
Landsmeer,2009,0,0,1,23,86,165,105,30,10,3872,9.8,4292,333,1.91,7660000,15370000,4260,10140,21007,420,1502,2789
Landsmeer,2010,0,0,1,24,90,168,109,32,11,3894,10,4329,325,1.92,7630000,15450000,4320,10235,20753,435,1516,2815
Landsmeer,2011,0,0,1,25,97,181,109,32,11,3880,10.5,4336,321,1.92,7530000,15350000,4345,10255,20223,456,1561,2774
Landsmeer,2012,0,0,1,26,112,192,118,38,11,3902,11.3,4400,315,1.95,7250000,15210000,4390,10335,20110,498,1476,2903
Landsmeer,2013,0,0,6,29,122,204,134,42,11,3884,12.4,4432,295,1.97,7250000,15130000,4445,10455,20226,548,1492,2927
Landsmeer,2014,0,0,58,31,133,224,140,46,15,3816,14.5,4463,280,1.98,7060000,14760000,4465,10445,19988,647,1524,2927
Landsmeer,2015,0,0,101,65,213,237,162,57,29,3782,18.6,4646,274,2.06,6940000,15060000,4665,10823,20392,864,1657,2967
Landsmeer,2016,0,0,209,96,262,249,176,61,46,3569,23.5,4668,287,2.07,6850000,14700000,4720,10977,19451,1099,1647,3001
Landsmeer,2017,0,0,279,145,357,259,184,74,61,3380,28.7,4739,315,2.1,6990000,14600000,4835,11275,19086,1359,1683,3044
Landsmeer,2018,0,0,339,163,492,255,159,68,68,3291,31.9,4835,351,2.15,7140000,14570000,4860,11435,19054,1544,1612,3210
Landsmeer,2019,0,0,486,176,407,178,123,51,67,3365,30.7,4853,395,2.15,7150000,14760000,4865,11488,18268,1488,1623,3223
Landsmeer,2008,0,0,0,1,31,42,20,1,0,4164,2.2,4259,319,1.89,7770000,15050000,4270,10170,21207,95,0,0
Langedijk,2008,1,0,18,36,57,25,7,1,1,9845,1.5,9991,273,4.18,15830000,35780000,10150,26050,47609,146,0,0
Langedijk,2009,1,0,18,63,94,41,13,3,2,9815,2.3,10050,289,4.21,15510000,35990000,10600,26890,46734,235,2312,7638
Langedijk,2010,1,0,19,108,181,121,32,7,3,10023,4.5,10495,290,4.39,16130000,37580000,10685,26955,48057,472,2519,7871
Langedijk,2011,1,0,39,299,391,173,35,9,3,9619,9,10569,285,4.43,15890000,37640000,10760,26995,46873,950,2643,7928
Langedijk,2012,2,0,39,309,423,186,36,10,3,9617,9.5,10625,282,4.45,15390000,36620000,10785,26990,46455,1008,2605,8077
Langedijk,2013,2,0,48,387,460,192,36,12,3,9633,10.6,10773,274,4.51,15150000,35530000,10825,26900,45891,1140,2648,8110
Langedijk,2014,2,0,70,417,497,195,38,13,3,9702,11.3,10937,257,4.58,14800000,34680000,10960,26935,45368,1235,2753,8128
Langedijk,2015,2,0,363,582,836,316,84,57,52,8787,20.7,11079,242,4.64,13960000,33660000,11150,27287,44755,2292,2897,8126
Langedijk,2016,2,0,550,674,1016,371,111,82,91,8398,25.6,11295,237,4.73,13940000,33360000,11280,27447,43253,2897,3016,8200
Langedijk,2017,2,0,1213,783,1273,444,123,102,125,7247,35.9,11312,244,4.74,13900000,32680000,11325,27608,41594,4065,3022,8212
Langedijk,2018,1,0,1487,820,1280,419,127,124,149,7060,38.4,11467,253,4.8,14280000,31770000,11505,27836,40744,4407,3006,8419
Langedijk,2019,1,0,1788,857,1289,430,130,143,185,6744,41.7,11567,272,4.84,14080000,32620000,11640,27992,38803,4823,2977,8586
Lansingerland,2010,0,1,193,752,356,236,80,57,29,18665,8.4,20369,307,3.81,29520000,74770000,19880,52565,89058,1704,5704,14463
Lansingerland,2011,0,1,417,1174,787,474,147,95,35,17494,15.2,20624,303,3.86,28900000,74940000,20560,54090,84658,3130,5981,14644
Lansingerland,2012,0,1,452,1322,880,485,157,101,35,17897,16.1,21330,289,3.99,28800000,75800000,21020,55265,87122,3433,5670,15414
Lansingerland,2013,0,1,743,1414,900,510,172,107,36,18030,17.7,21913,283,4.1,28840000,77370000,21515,56505,88702,3883,6003,15787
Lansingerland,2014,0,1,871,1672,1013,589,223,116,38,17635,20.4,22158,268,4.15,27820000,75280000,21725,57120,88912,4523,6115,15892
Lansingerland,2015,0,1,1694,1944,1404,676,253,145,74,16332,27.5,22523,256,4.22,26370000,74760000,22125,58133,88628,6191,6226,16097
Lansingerland,2016,0,1,2420,2132,1684,782,309,183,112,15319,33.2,22942,264,4.3,26830000,74550000,22530,59035,86256,7623,6278,16502
Lansingerland,2017,0,1,3209,2289,1976,860,340,212,138,14230,38.8,23255,273,4.35,27390000,75010000,22905,60105,84556,9025,6401,16688
Lansingerland,2018,0,1,3692,2148,1875,804,315,206,136,14388,38.9,23565,287,4.41,27730000,74360000,23320,61155,83267,9177,6350,17062
Lansingerland,2019,0,1,4628,1906,1866,776,335,214,149,13927,41.5,23802,318,4.46,28160000,72720000,23530,61601,78949,9875,6324,17459
Lansingerland,2008,0,0,16,249,251,68,36,19,19,18228,3.5,18886,287,3.54,28110000,68540000,18560,49410,85416,658,0,0
Lansingerland,2009,0,0,192,699,318,183,47,35,24,17943,7.7,19441,309,3.64,29060000,70550000,19240,51020,87440,1498,5443,13997
Laren,2014,0,0,1,47,61,38,27,22,13,4957,4,5166,541,4.16,11850000,18820000,4805,10860,30565,209,1677,3415
Laren,2015,0,0,61,65,157,89,73,80,69,4573,11.5,5167,538,4.16,11800000,19140000,4890,10857,31236,594,1676,3420
Laren,2016,0,0,89,75,196,129,112,119,107,4354,16,5181,542,4.17,11590000,18730000,4910,10956,29910,827,1665,3452
Laren,2017,0,0,140,117,335,166,147,160,175,4004,23.6,5244,559,4.23,11740000,18830000,4915,11088,29503,1240,1665,3451
Laren,2018,0,0,167,141,457,209,186,168,202,3739,29,5269,0,4.25,11600000,18550000,4945,11146,28759,1530,1581,3559
Laren,2019,0,0,307,215,473,249,214,202,238,3382,35.9,5280,627,4.25,11430000,18220000,4955,11197,27218,1898,1607,3616
Laren,2010,0,0,0,1,25,14,12,14,7,4845,1.5,4918,630,3.96,12480000,18550000,5165,11325,30856,73,1771,3100
Laren,2011,0,0,0,1,31,19,15,15,7,4834,1.8,4922,619,3.97,12090000,18440000,5250,11420,29723,88,1870,3001
Laren,2012,0,0,0,5,39,23,21,19,9,4809,2.4,4925,602,3.97,11620000,18340000,5270,11360,29388,116,1511,3432
Laren,2013,0,0,0,41,57,27,22,19,10,4985,3.4,5161,569,4.16,12320000,19350000,4880,10890,31310,176,1600,3455
Laren,2008,0,0,0,0,5,6,3,7,3,4876,0.5,4900,592,3.95,12710000,17550000,4850,10960,31214,24,0,0
Laren,2009,0,0,0,0,7,7,5,9,4,4882,0.7,4914,622,3.96,12560000,17830000,5300,11590,30912,32,1671,3195
Leeuwarden,2012,15,124,1163,2524,2909,2995,1588,579,210,45183,21.1,57290,156,2.4,81120000,150370000,60005,120813,215720,12107,26354,30713
Leeuwarden,2013,29,175,1391,3009,3160,3070,1608,587,216,45063,22.7,58308,148,2.45,80990000,148990000,60680,121510,216326,13245,27239,30898
Leeuwarden,2014,88,179,1512,3816,4192,4133,2253,772,243,41666,29.2,58854,138,2.47,77270000,142880000,60545,121083,209369,17188,27773,30641
Leeuwarden,2015,88,179,2166,4099,4910,4475,2489,1076,566,39495,33.7,59543,134,2.5,73900000,142020000,60670,121366,207408,20048,28500,30598
Leeuwarden,2016,88,179,2844,4306,5538,4828,2846,1380,886,37108,38.2,60003,136,2.52,74110000,137230000,60835,121511,199757,22895,28875,30559
Leeuwarden,2017,88,179,3502,4676,7092,5811,3614,1912,1241,32109,46.7,60224,141,2.53,73120000,133470000,61670,122186,191027,28115,28974,30773
Leeuwarden,2018,88,175,5214,5242,7242,4562,2587,1709,1704,32382,46.8,60905,143,2.55,75390000,129760000,61860,122415,192157,28523,29512,30872
Leeuwarden,2019,88,116,7551,5063,7910,3900,2411,1737,1686,31030,49.5,61492,156,2.58,74230000,132700000,62410,123107,184707,30462,29248,31934
Leeuwarden,2009,0,1,420,826,2056,2499,1372,511,159,48663,13.9,56507,158,2.37,83250000,150300000,58445,118982,220326,7844,25690,30309
Leeuwarden,2010,0,1,451,1097,2336,2638,1474,534,169,48029,15.3,56729,161,2.38,84770000,151010000,58885,119658,221034,8700,26298,30291
Leeuwarden,2011,0,48,679,1560,2626,2845,1521,556,203,46960,17.6,56998,161,2.39,83120000,148720000,59530,120354,214060,10038,26943,29946
Leeuwarden,2008,0,0,201,290,1320,1609,887,349,36,51144,8.4,55836,156,2.34,84340000,146560000,57800,118322,221936,4692,0,0
Leiden,2010,0,1,6,428,1705,2365,1343,865,434,44784,13.8,51931,239,23.7,60470000,140410000,61525,117125,184641,7147,27523,23369
Leiden,2011,0,1,62,789,3027,2832,1606,1062,478,42412,18.9,52269,232,23.86,58930000,141510000,62090,117915,179242,9857,30317,21431
Leiden,2012,0,1,64,849,3223,3033,1737,1120,499,42159,20,52685,228,24.05,56430000,137680000,63020,118750,177769,10526,28470,24240
Leiden,2013,0,1,205,1336,3539,3408,2165,1224,514,42008,22.8,54400,217,24.83,57380000,140220000,64280,119800,182168,12392,29306,24522
Leiden,2014,0,1,359,1925,5869,5115,2955,1929,711,36338,34.2,55202,210,25.19,55800000,138980000,65105,121160,180189,18864,29916,24731
Leiden,2015,0,1,1612,2277,6648,5530,3338,2222,941,32662,40.9,55231,202,25.21,50810000,136240000,66010,121562,176287,22569,29570,25129
Leiden,2016,0,1,3112,2507,7472,6012,3697,2480,1168,30187,46.7,56636,209,25.85,51500000,135990000,66795,122561,172048,26449,30597,25457
Leiden,2017,0,1,3657,2718,8430,6571,4126,2786,1371,27816,51.6,57476,218,26.23,52710000,134550000,67770,123661,168220,29660,31276,25599
Leiden,2018,0,1,5136,2847,8117,5740,3461,2398,1207,29172,49.8,58079,234,26.51,53050000,130570000,68085,124306,166320,28907,32152,25348
Leiden,2019,0,1,6470,3226,8425,5196,3322,2292,1401,28755,51.3,59088,259,26.97,51220000,130330000,68550,124899,156450,30333,33151,25801
Leiden,2008,0,0,1,168,904,1074,714,530,320,47283,7.3,50994,234,23.27,61220000,136360000,61460,116880,187849,3711,0,0
Leiden,2009,0,0,4,343,1459,2144,1216,687,362,45137,12.1,51352,242,23.44,61900000,137320000,61250,116790,188294,6215,27216,23621
Leiderdorp,2012,0,0,35,373,781,575,187,254,93,9462,19.5,11760,258,10.16,14840000,36110000,11720,26705,43501,2298,4503,7308
Leiderdorp,2013,0,0,39,380,807,576,188,254,93,9506,19.7,11843,249,10.23,14920000,36160000,11760,26740,44023,2337,4420,7401
Leiderdorp,2014,0,0,48,394,889,594,190,255,93,9428,20.7,11891,239,10.27,14710000,35340000,11845,26810,44659,2463,4411,7454
Leiderdorp,2015,0,0,208,589,1130,724,243,280,109,8675,27.5,11958,235,10.33,13780000,34510000,11980,26853,43901,3283,4384,7556
Leiderdorp,2016,0,0,345,875,1772,916,280,308,126,7394,38.5,12016,240,10.38,13560000,33730000,12130,26968,41739,4622,4348,7597
Leiderdorp,2017,0,0,430,994,2048,1165,516,329,141,6445,46.6,12068,244,10.42,13660000,33180000,12225,27128,40366,5623,4343,7690
Leiderdorp,2018,0,0,951,979,1632,1093,546,240,122,6555,45.9,12118,258,10.46,13620000,32650000,12235,27197,39571,5563,4294,7806
Leiderdorp,2019,0,0,1063,1002,1830,1068,554,250,109,6245,48.5,12121,281,10.47,13520000,32050000,12150,27109,37384,5876,4239,7878
Leiderdorp,2008,0,0,0,9,122,112,24,96,30,10868,3.5,11261,268,9.72,15680000,35490000,11360,26380,45302,393,0,0
Leiderdorp,2009,0,0,0,10,129,248,70,129,52,10692,5.6,11330,276,9.78,15840000,36250000,11410,26470,45598,638,4532,6798
Leiderdorp,2010,0,0,0,11,140,330,98,150,59,10669,6.9,11457,273,9.89,15970000,36270000,11465,26425,45238,788,4467,6873
Leiderdorp,2011,0,0,0,14,214,332,106,158,61,10678,7.7,11563,265,9.99,15730000,36550000,11615,26610,44207,885,4626,6939
Leidschendam-Voorburg,2014,0,2,506,1977,2581,2282,1197,644,203,26783,26,36175,232,11.11,46180000,92170000,35440,73355,128688,9392,15739,20230
Leidschendam-Voorburg,2015,0,2,600,2138,3119,2775,1529,810,317,25093,31,36383,229,11.18,45580000,91520000,35755,73979,130160,11290,15719,20467
Leidschendam-Voorburg,2016,0,2,711,2361,3919,3396,1886,1043,440,22640,37.8,36398,232,11.18,45000000,90650000,35835,74223,124957,13758,15642,20546
Leidschendam-Voorburg,2017,0,2,968,2733,5335,4021,2360,1392,620,19013,47.8,36444,237,11.2,44640000,89370000,36000,74604,120164,17431,15702,20532
Leidschendam-Voorburg,2018,0,1,1471,2822,5782,4050,2673,1514,873,17295,52.6,36481,248,11.21,44910000,88880000,36175,74947,118646,19186,15858,20393
Leidschendam-Voorburg,2019,0,1,1921,2386,6491,4126,2575,1556,899,16826,54.3,36781,274,11.3,45290000,87140000,36395,75425,113356,19955,15450,21179
Leidschendam-Voorburg,2009,0,0,126,644,944,966,631,300,108,31684,10.5,35403,260,10.88,52920000,96360000,34870,72700,140442,3719,16286,18765
Leidschendam-Voorburg,2010,0,0,161,739,1075,1016,668,317,117,31444,11.5,35537,263,10.92,52640000,97920000,34710,72160,139156,4093,16701,18834
Leidschendam-Voorburg,2011,0,0,232,983,1245,1183,755,370,129,30879,13.7,35776,261,10.99,50420000,97000000,34860,72070,132834,4897,17179,18611
Leidschendam-Voorburg,2012,0,0,332,1095,1547,1330,889,456,141,29925,16.2,35715,252,10.97,48920000,95260000,35030,72405,132236,5790,15827,20124
Leidschendam-Voorburg,2013,0,0,384,1525,2196,1845,966,496,152,28304,21.1,35868,244,11.02,47940000,95090000,35190,72585,131361,7564,15685,20172
Leidschendam-Voorburg,2008,0,0,0,23,80,54,55,49,18,35047,0.8,35326,251,10.85,52580000,97840000,34860,72860,141540,279,0,0
Lelystad,2008,1,0,4,80,523,372,63,4,1,28962,3.5,30010,189,1.3,37470000,101740000,31150,73060,124551,1048,0,0
Lelystad,2009,1,0,111,654,3788,1462,118,10,2,24304,20.2,30450,194,1.32,36700000,103230000,31630,73850,122729,6146,10658,19793
Lelystad,2010,1,0,171,681,3823,1484,122,11,3,24657,20.3,30953,191,1.34,30480000,108080000,32215,74630,109248,6296,11453,19502
Lelystad,2011,2,0,174,763,3881,1586,124,11,3,24739,20.9,31283,186,1.36,36590000,105030000,32370,75110,119452,6544,11575,19710
Lelystad,2012,2,0,218,966,4519,1604,132,12,5,24132,23.6,31590,181,1.37,35500000,103750000,32590,75310,120253,7458,11366,20222
Lelystad,2013,2,2,349,988,4540,1606,133,13,5,24741,23.6,32379,172,1.41,36010000,105000000,32870,75775,122727,7638,11834,20319
Lelystad,2014,2,3,421,1316,4595,1646,144,36,5,24410,25.1,32578,165,1.41,35080000,102010000,32820,76140,121413,8168,12045,20301
Lelystad,2015,2,3,972,2138,5558,1711,156,39,5,22074,32.4,32658,159,1.42,28240000,100770000,33030,76418,110226,10584,12126,20269
Lelystad,2016,2,3,1610,2973,7036,1912,173,44,5,18997,42,32755,159,1.42,34460000,95910000,33270,76792,116259,13758,12268,20336
Lelystad,2017,2,3,2082,3154,8305,2155,238,47,6,16903,48.6,32895,163,1.43,34660000,93550000,33365,76937,111942,15992,12406,20410
Lelystad,2018,1,3,3041,3995,7317,1097,146,38,4,17125,47.7,32767,169,1.42,34540000,90220000,33655,77389,108460,15642,12349,20317
Lelystad,2019,1,3,3753,4408,7544,854,151,38,4,16137,50.9,32893,188,1.43,34160000,91470000,33950,77893,102839,16756,11831,21033
Leudal,2011,0,1,23,213,359,200,104,97,30,13844,6.9,14871,229,0.91,27810000,57360000,15035,36600,74965,1027,2825,11896
Leudal,2012,0,1,47,317,569,339,170,151,52,13309,11,14955,227,0.92,27110000,56800000,15085,36460,75176,1646,2960,12218
Leudal,2013,0,1,90,335,606,360,175,156,53,13551,11.6,15327,220,0.94,27180000,57540000,15230,36425,76220,1776,3025,12273
Leudal,2014,0,1,132,468,690,402,189,171,56,13411,13.6,15520,213,0.95,26860000,55730000,15170,36220,75815,2109,3036,12263
Leudal,2015,0,1,316,613,932,513,243,218,113,12720,18.8,15669,207,0.96,25990000,54490000,15290,36244,75349,2949,3116,12231
Leudal,2016,0,1,413,721,1078,586,297,263,154,12205,22.4,15718,209,0.97,25910000,53770000,15290,36140,72669,3513,3212,12171
Leudal,2017,0,1,492,826,1329,673,356,295,212,11551,26.6,15735,214,0.97,26770000,53800000,15370,35878,72148,4184,3260,12162
Leudal,2018,0,1,619,882,1464,705,375,289,241,11169,29.1,15745,221,0.97,25650000,52030000,15450,35857,68313,4576,3192,12271
Leudal,2019,0,1,725,841,1373,645,371,253,257,11366,28.2,15832,231,0.97,25640000,50700000,15540,35681,64674,4466,3466,12341
Leudal,2008,0,0,3,14,19,19,18,9,11,14522,0.6,14615,233,0.9,30180000,56530000,14580,36740,81413,93,0,0
Leudal,2009,0,0,19,118,244,132,76,64,26,14027,4.6,14706,238,0.9,30490000,57580000,14750,36750,81910,679,2941,11617
Leudal,2010,0,0,21,163,298,156,89,74,30,13988,5.6,14819,232,0.91,29750000,58880000,14960,36740,80271,831,2816,11856
Leusden,2009,1,0,82,95,112,261,29,7,0,11073,5,11660,303,1.99,20240000,41760000,11880,28580,56068,587,3731,7929
Leusden,2010,1,0,82,97,149,274,34,11,1,11178,5.5,11827,307,2.02,19960000,42540000,12080,28810,55254,649,3784,8041
Leusden,2011,1,1,85,123,231,294,38,12,1,11156,6.6,11942,305,2.04,19360000,42230000,11915,28610,53195,786,3822,8003
Leusden,2012,1,1,100,141,369,303,42,19,2,11152,8.1,12130,299,2.07,18360000,41260000,12085,28905,52220,978,3746,8334
Leusden,2013,1,1,366,880,1462,567,123,32,6,8977,27.7,12415,288,2.12,18260000,41550000,12165,28970,52596,3438,3875,8500
Leusden,2014,1,1,379,885,1509,579,128,32,7,8868,28.4,12389,267,2.12,17890000,39980000,12245,28995,51921,3521,3806,8537
Leusden,2015,1,1,468,971,1831,647,163,50,17,8251,33.5,12400,264,2.12,17500000,38690000,12335,29062,51790,4149,3812,8537
Leusden,2016,1,1,692,1011,2059,699,183,59,37,7683,38.2,12425,264,2.12,17280000,37940000,12455,29309,49489,4742,3769,8626
Leusden,2017,1,1,888,1053,2259,751,194,70,54,7224,42.2,12495,275,2.13,17710000,37390000,12685,29677,48542,5271,3792,8680
Leusden,2018,0,1,1076,1014,2380,786,198,74,64,7044,44.3,12637,292,2.16,17200000,36880000,12690,29755,46657,5593,3869,8741
Leusden,2019,0,1,1570,1122,2357,545,203,79,77,6951,46.1,12905,317,2.2,17180000,36170000,12885,30030,44146,5954,3746,9151
Leusden,2008,0,0,82,68,22,24,11,5,0,11260,1.8,11472,288,1.96,19830000,41630000,11810,28540,55699,212,0,0
Lingewaard,2014,1,4,368,928,1602,517,183,75,19,15187,19.6,18884,231,3.05,28180000,62110000,18900,45775,81356,3697,5279,13588
Lingewaard,2015,1,4,814,1155,1876,597,227,122,56,14362,25.3,19214,224,3.1,27890000,61460000,18980,45788,82442,4852,5317,13683
Lingewaard,2016,1,4,1214,1371,2250,668,275,162,95,13383,31.1,19423,221,3.13,27640000,59830000,19090,45950,78732,6040,5353,13837
Lingewaard,2017,1,4,1490,1548,2622,758,331,200,136,12548,36.1,19638,229,3.17,28500000,58860000,19350,46182,77525,7090,5543,13813
Lingewaard,2018,1,4,1943,1715,2520,745,352,220,158,11988,39,19646,240,3.17,28200000,57090000,19420,46372,75060,7658,5368,14069
Lingewaard,2019,1,4,2244,1401,1815,463,279,200,171,13205,33.3,19783,258,3.19,28040000,57700000,19550,46475,71573,6578,5370,14285
Lingewaard,2013,0,4,277,899,1583,510,163,68,17,15260,18.7,18781,244,3.03,29270000,64290000,18855,45815,83192,3521,5190,13578
Lingewaard,2009,0,0,137,660,1235,410,125,48,10,15270,14.7,17895,266,2.89,31060000,64090000,18160,45080,86050,2625,5726,12169
Lingewaard,2010,0,0,139,676,1258,428,137,57,11,15630,14.8,18336,266,2.96,31170000,65660000,18430,45445,85936,2706,5867,12468
Lingewaard,2011,0,0,174,810,1325,434,137,57,11,15551,15.9,18499,259,2.98,30850000,66100000,18565,45590,84239,2948,6105,12395
Lingewaard,2012,0,0,247,867,1557,509,162,68,15,15120,18.5,18545,252,2.99,29120000,64550000,18670,45770,82413,3425,5083,13449
Lingewaard,2008,0,0,0,2,14,17,10,6,5,17684,0.3,17738,259,2.86,31510000,63520000,17740,44620,87223,54,0,0
Lisse,2008,0,0,1,49,95,38,20,12,2,9136,2.3,9353,268,5.96,14370000,29920000,9410,22130,40243,217,0,0
Lisse,2009,0,0,14,262,302,285,75,65,23,8460,10.8,9486,279,6.05,14180000,30350000,9500,22300,39805,1026,3509,5976
Lisse,2010,0,0,14,263,309,298,84,69,24,8588,11,9649,288,6.15,14290000,31280000,9590,22335,39941,1061,3667,5983
Lisse,2011,0,0,15,280,459,342,103,72,24,8364,13.4,9659,284,6.16,13650000,30870000,9875,22685,37984,1295,3671,5989
Lisse,2012,0,0,54,353,627,487,109,73,24,7943,17.9,9670,275,6.16,13010000,30550000,9815,22510,37625,1727,3603,6031
Lisse,2013,0,0,55,476,707,507,109,73,24,7702,20.2,9653,265,6.15,12730000,29740000,9755,22390,37038,1951,3602,6048
Lisse,2014,0,0,56,480,729,624,200,108,32,7553,22.8,9782,251,6.23,13020000,29930000,9775,22335,38206,2229,3716,6060
Lisse,2015,0,0,152,604,1396,749,247,144,56,6587,33.7,9935,242,6.33,12270000,28940000,9890,22539,37277,3348,3734,6195
Lisse,2016,0,0,405,660,1558,787,270,169,81,6150,39,10080,243,6.42,12410000,28360000,9965,22606,36089,3930,3804,6266
Lisse,2017,0,0,589,741,1736,874,302,185,94,5662,44.4,10183,247,6.49,12260000,28410000,10065,22717,34745,4521,3858,6283
Lisse,2018,0,0,703,784,1696,794,298,222,147,5405,46.2,10049,258,6.4,12060000,26720000,10110,22746,33095,4644,3638,6378
Lisse,2019,0,0,998,797,1863,616,269,209,140,5325,47.9,10217,278,6.51,12140000,27180000,10165,22800,31798,4892,3673,6464
Lochem,2008,3,0,73,188,363,286,95,59,21,12464,8,13552,310,0.64,29280000,47890000,13540,33040,75588,1088,0,0
Lochem,2009,3,0,181,226,504,311,125,79,25,12324,10.6,13778,319,0.65,29230000,48680000,13710,33310,75397,1454,4134,9508
Lochem,2010,3,2,200,257,574,366,149,103,34,12217,12.1,13905,323,0.65,28770000,49210000,13810,33395,74068,1688,4311,9455
Lochem,2011,3,2,244,430,637,401,172,114,40,11941,14.6,13984,309,0.66,28570000,49710000,13940,33280,72953,2043,4477,9373
Lochem,2012,3,3,299,519,670,422,192,119,44,11724,16.2,13995,306,0.66,27140000,48950000,14005,33265,71533,2271,4373,9672
Lochem,2013,3,7,311,526,678,432,198,123,47,11946,16.3,14271,297,0.67,26840000,48320000,14095,33305,71177,2325,4436,9757
Lochem,2014,3,7,321,572,780,454,216,129,50,11864,17.6,14396,282,0.68,26110000,46550000,14170,33245,69977,2532,4479,9844
Lochem,2015,3,7,470,759,1184,575,273,198,129,10921,24.8,14519,274,0.68,25840000,46100000,14265,33244,70726,3598,4487,9925
Lochem,2016,3,7,632,837,1359,637,313,272,215,10349,29.2,14624,269,0.69,25870000,45250000,14390,33333,68516,4275,4482,10004
Lochem,2017,3,7,747,890,1530,765,385,342,278,9831,33.5,14778,271,0.69,26290000,44340000,14595,33545,67133,4947,4519,10134
Lochem,2018,0,7,830,824,1565,587,351,325,303,10124,32.1,14916,283,0.7,26250000,43480000,14640,33574,65760,4792,4389,10391
Lochem,2019,0,5,1227,958,1882,703,372,342,338,9170,38.9,14997,303,0.7,25800000,44160000,14675,33590,62565,5827,4450,10531
Loon op Zand,2008,0,0,1,8,15,18,10,9,2,9039,0.7,9102,280,1.82,16170000,33030000,9110,22880,44970,63,0,0
Loon op Zand,2009,0,0,58,322,677,436,495,143,107,6938,24.4,9176,286,1.84,16370000,33740000,9150,22930,45332,2238,3303,5872
Loon op Zand,2010,0,0,58,324,683,438,497,143,107,6927,24.5,9177,288,1.84,16050000,33760000,9260,23015,44228,2250,3303,5780
Loon op Zand,2011,0,0,58,332,695,440,499,144,107,7090,24.3,9365,281,1.88,15260000,33940000,9330,22975,42220,2275,3465,5900
Loon op Zand,2012,0,0,58,334,699,441,500,144,107,7072,24.4,9355,271,1.87,15240000,32810000,9380,23070,42673,2283,3472,6192
Loon op Zand,2013,0,0,58,334,784,477,501,144,108,7555,24.2,9961,258,1.99,15730000,34710000,9475,23080,44789,2406,3708,6241
Loon op Zand,2014,0,0,59,335,784,478,502,144,108,7623,24,10033,242,2.01,15000000,33870000,9725,23080,43714,2410,3776,6245
Loon op Zand,2015,0,0,130,422,939,545,525,166,135,7163,28.5,10025,234,2.01,14820000,33270000,9720,22960,44123,2862,3746,6263
Loon op Zand,2016,0,0,373,503,1182,595,551,188,170,6548,35.2,10110,237,2.02,14460000,32930000,9800,22929,41995,3562,3746,6343
Loon op Zand,2017,0,0,581,577,1337,671,569,223,202,6009,40.9,10169,243,2.04,14510000,33190000,9900,23093,40921,4160,3812,6344
Loon op Zand,2018,0,0,692,339,881,280,134,119,124,7640,25.2,10209,247,2.04,14820000,32410000,9965,23120,40470,2569,3764,6429
Loon op Zand,2019,0,0,802,397,958,298,135,123,132,7472,27.6,10317,255,2.07,14790000,31710000,10075,23327,38229,2845,3750,6543
Lopik,2008,16,0,0,24,69,46,35,15,4,4908,4.1,5117,292,0.68,9340000,19300000,5250,14050,26078,209,0,0
Lopik,2009,16,0,0,28,80,74,38,15,4,4931,4.9,5186,300,0.69,9750000,19560000,5300,14160,26748,255,1296,3837
Lopik,2010,16,0,0,42,96,79,44,19,5,4900,5.8,5201,304,0.69,9300000,19920000,5305,14175,25795,301,1300,3848
Lopik,2011,16,1,1,81,112,97,57,23,6,4809,7.6,5203,298,0.69,8880000,19710000,5270,14120,24548,394,1353,3852
Lopik,2012,16,1,5,102,129,123,62,24,8,4745,9,5215,294,0.69,8720000,19500000,5270,14050,24766,470,1314,3930
Lopik,2013,16,1,15,117,136,127,67,24,8,4836,9.6,5347,285,0.71,8780000,19690000,5280,13990,25155,511,1362,3974
Lopik,2014,16,1,15,125,146,128,68,25,8,4832,9.9,5364,267,0.71,8600000,18960000,5295,14000,24824,532,1361,3979
Lopik,2015,16,1,83,158,238,161,86,40,33,4567,15.2,5383,265,0.71,8310000,18760000,5350,14099,24796,816,1414,3937
Lopik,2016,16,1,190,196,385,201,116,56,63,4264,22.3,5488,268,0.73,8350000,18710000,5410,14156,24094,1224,1495,3965
Lopik,2017,16,1,325,320,563,266,133,64,86,3752,32.1,5526,270,0.73,8530000,18730000,5470,14208,23701,1774,1489,4015
Lopik,2018,0,1,422,332,523,229,112,55,94,3813,31.7,5581,274,0.74,8410000,18200000,5545,14395,22883,1768,1485,4060
Lopik,2019,0,1,508,373,582,278,115,67,113,3623,36,5660,291,0.75,8470000,17910000,5610,14473,21798,2037,1429,4217
Loppersum,2011,1,0,10,65,249,197,219,38,19,3673,17.8,4471,174,0.4,9170000,14530000,4420,10480,22789,798,1565,2906
Loppersum,2012,1,0,19,72,264,217,231,38,19,3609,19.3,4470,171,0.4,9010000,14180000,4385,10365,22772,861,1442,3026
Loppersum,2013,1,0,39,80,268,228,273,39,19,3561,21,4508,166,0.41,8590000,13760000,4390,10290,21963,947,1466,3032
Loppersum,2014,1,0,39,106,319,248,291,40,19,3558,23,4621,153,0.42,8630000,13530000,4385,10195,22173,1063,1594,3018
Loppersum,2015,1,0,88,153,389,284,311,55,50,3326,28.6,4657,146,0.42,8420000,13140000,4400,10140,22027,1331,1554,3018
